date,CI_mean,CI_p90,n_valid,src,engine,qc_low_coverage
2024-01-01,0.0004322555614635,5.0000002374872565e-05,1024210.0,S3M_OLCI_EFRNT.20240101.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-02,0.0002736462047323,5.0000002374872565e-05,1047655.0,S3M_OLCI_EFRNT.20240102.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-03,0.0003679178771562,5.0000002374872565e-05,865219.0,S3M_OLCI_EFRNT.20240103.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-04,0.0002300502819707,5.0000002374872565e-05,1144789.0,S3M_OLCI_EFRNT.20240104.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-05,0.0002727572573348,5.0000002374872565e-05,1152641.0,S3M_OLCI_EFRNT.20240105.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-06,0.0004124610277358,5.0000002374872565e-05,945300.0,S3M_OLCI_EFRNT.20240106.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-07,0.0003294903144706,5.0000002374872565e-05,782031.0,S3M_OLCI_EFRNT.20240107.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-08,0.0003196438774466,5.0000002374872565e-05,727467.0,S3M_OLCI_EFRNT.20240108.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-09,0.0004732410307042,5.000000601285137e-05,639894.0,S3M_OLCI_EFRNT.20240109.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-10,0.000398070027586,5.0000002374872565e-05,951795.0,S3M_OLCI_EFRNT.20240110.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-11,0.000298959959764,5.0000002374872565e-05,860747.0,S3M_OLCI_EFRNT.20240111.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-12,0.0004031048447359,5.000000601285137e-05,1093734.0,S3M_OLCI_EFRNT.20240112.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-13,0.0003777286328841,5.0000002374872565e-05,983504.0,S3M_OLCI_EFRNT.20240113.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-14,0.0003610759740695,5.0000002374872565e-05,1021272.0,S3M_OLCI_EFRNT.20240114.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-15,0.0001835423609009,5.0000002374872565e-05,891084.0,S3M_OLCI_EFRNT.20240115.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-16,0.0003634817549027,5.0000002374872565e-05,752068.0,S3M_OLCI_EFRNT.20240116.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-17,0.000298962695524,5.0000002374872565e-05,1039955.0,S3M_OLCI_EFRNT.20240117.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-18,0.0003081216709688,5.0000002374872565e-05,737833.0,S3M_OLCI_EFRNT.20240118.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-19,0.0002245611540274,5.0000002374872565e-05,853053.0,S3M_OLCI_EFRNT.20240119.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-20,0.0001587836013641,5.0000002374872565e-05,1063485.0,S3M_OLCI_EFRNT.20240120.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-21,0.00028385076439,5.0000002374872565e-05,829524.0,S3M_OLCI_EFRNT.20240121.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-22,0.0003543119819369,5.0000002374872565e-05,562085.0,S3M_OLCI_EFRNT.20240122.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-23,0.0002650354581419,5.0000002374872565e-05,666368.0,S3M_OLCI_EFRNT.20240123.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-24,0.0003084778727497,5.0000002374872565e-05,780254.0,S3M_OLCI_EFRNT.20240124.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-25,0.0003322504635434,5.0000002374872565e-05,796085.0,S3M_OLCI_EFRNT.20240125.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-26,0.0004175478243269,5.0000002374872565e-05,651644.0,S3M_OLCI_EFRNT.20240126.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-01-27,0.0002070337213808,5.0000002374872565e-05,1030580.0,S3M_OLCI_EFRNT.20240127.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-28,0.0002452591725159,5.0000002374872565e-05,955724.0,S3M_OLCI_EFRNT.20240128.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-29,0.0004349427472334,5.0000002374872565e-05,885553.0,S3M_OLCI_EFRNT.20240129.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-30,0.000301372987451,5.0000002374872565e-05,880861.0,S3M_OLCI_EFRNT.20240130.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-01-31,0.0002756591129582,5.0000002374872565e-05,1116209.0,S3M_OLCI_EFRNT.20240131.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-01,0.0002669626555871,5.0000002374872565e-05,1108134.0,S3M_OLCI_EFRNT.20240201.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-02,0.0005018090014345,5.0000002374872565e-05,1059756.0,S3M_OLCI_EFRNT.20240202.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-03,0.0002563447342254,5.0000002374872565e-05,1205989.0,S3M_OLCI_EFRNT.20240203.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-04,0.000394301576307,5.000000601285137e-05,1169037.0,S3M_OLCI_EFRNT.20240204.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-05,0.0003035968984477,5.0000002374872565e-05,920697.0,S3M_OLCI_EFRNT.20240205.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-06,0.0003585694357752,5.0000002374872565e-05,1096976.0,S3M_OLCI_EFRNT.20240206.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-07,0.0002645156637299,5.0000002374872565e-05,1162562.0,S3M_OLCI_EFRNT.20240207.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-08,0.0002301535860169,5.0000002374872565e-05,1277256.0,S3M_OLCI_EFRNT.20240208.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-09,0.0002999991993419,5.0000002374872565e-05,902601.0,S3M_OLCI_EFRNT.20240209.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-10,0.0003379061236046,5.0000002374872565e-05,780644.0,S3M_OLCI_EFRNT.20240210.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-02-11,0.0003013985260622,5.0000002374872565e-05,,,,0
2024-02-12,0.0002648909285198,5.0000002374872565e-05,1115210.0,S3M_OLCI_EFRNT.20240212.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-13,0.0002865851274691,5.0000002374872565e-05,1019523.0,S3M_OLCI_EFRNT.20240213.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-14,0.0003421077562961,5.0000002374872565e-05,1215439.0,S3M_OLCI_EFRNT.20240214.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-15,0.0003363479627296,0.0001021610660245,956536.0,S3M_OLCI_EFRNT.20240215.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-16,0.0002436998620396,5.0000002374872565e-05,983394.0,S3M_OLCI_EFRNT.20240216.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-17,0.0002747549442574,5.0000002374872565e-05,874710.0,S3M_OLCI_EFRNT.20240217.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-18,0.000372791517293,5.0000002374872565e-05,830060.0,S3M_OLCI_EFRNT.20240218.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-19,0.0002863809640984,5.0000002374872565e-05,1221862.0,S3M_OLCI_EFRNT.20240219.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-20,0.0003100273315794,5.0000002374872565e-05,1621292.0,S3M_OLCI_EFRNT.20240220.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-21,0.0002889800234697,5.0000002374872565e-05,1465507.0,S3M_OLCI_EFRNT.20240221.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-22,0.0003218710189685,5.0000002374872565e-05,1202833.0,S3M_OLCI_EFRNT.20240222.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-23,0.0002386177511652,5.0000002374872565e-05,1155534.0,S3M_OLCI_EFRNT.20240223.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-24,0.0002672295086085,5.0000002374872565e-05,1420253.0,S3M_OLCI_EFRNT.20240224.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-25,0.0002974428352899,5.0000002374872565e-05,1542755.0,S3M_OLCI_EFRNT.20240225.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-26,0.0002534864470362,5.0000002374872565e-05,1367471.0,S3M_OLCI_EFRNT.20240226.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-27,0.0002182825992349,5.0000002374872565e-05,1343749.0,S3M_OLCI_EFRNT.20240227.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-28,0.0002908113237936,5.0000002374872565e-05,979088.0,S3M_OLCI_EFRNT.20240228.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-02-29,0.0002447705192025,5.0000002374872565e-05,1095946.0,S3M_OLCI_EFRNT.20240229.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-01,0.0002167973580071,5.0000002374872565e-05,1147718.0,S3M_OLCI_EFRNT.20240301.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-02,0.0002825045376084,5.0000002374872565e-05,829850.0,S3M_OLCI_EFRNT.20240302.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-03,0.0003043839824385,5.0000002374872565e-05,880024.0,S3M_OLCI_EFRNT.20240303.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-04,0.000283266272163,5.0000002374872565e-05,1136084.0,S3M_OLCI_EFRNT.20240304.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-05,0.0002516893437132,5.0000002374872565e-05,1058393.0,S3M_OLCI_EFRNT.20240305.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-06,0.0002885278372559,5.0000002374872565e-05,1108410.0,S3M_OLCI_EFRNT.20240306.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-07,0.0002932381466962,5.0000002374872565e-05,1112521.0,S3M_OLCI_EFRNT.20240307.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-08,0.0003204286040272,5.0000002374872565e-05,959669.0,S3M_OLCI_EFRNT.20240308.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-09,0.0002310133131686,5.0000002374872565e-05,853836.0,S3M_OLCI_EFRNT.20240309.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-10,0.0002414513437543,5.0000002374872565e-05,1193840.0,S3M_OLCI_EFRNT.20240310.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-11,0.0002755065506789,5.0000002374872565e-05,1390550.0,S3M_OLCI_EFRNT.20240311.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-12,0.0002943447907455,5.0000002374872565e-05,1223781.0,S3M_OLCI_EFRNT.20240312.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-13,0.0001940998045029,5.0000002374872565e-05,1525035.0,S3M_OLCI_EFRNT.20240313.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-14,0.0002387786080362,5.0000002374872565e-05,1343232.0,S3M_OLCI_EFRNT.20240314.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-15,0.0002650390670169,5.0000002374872565e-05,1170140.0,S3M_OLCI_EFRNT.20240315.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-16,0.0002786008990369,5.0000002374872565e-05,1069266.0,S3M_OLCI_EFRNT.20240316.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-17,0.0001819734025048,5.0000002374872565e-05,1158080.0,S3M_OLCI_EFRNT.20240317.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-18,0.0002475272631272,5.0000002374872565e-05,1164469.0,S3M_OLCI_EFRNT.20240318.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-19,0.0003014901012647,5.0000002374872565e-05,1064896.0,S3M_OLCI_EFRNT.20240319.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-20,0.0002652157563716,5.0000002374872565e-05,1089183.0,S3M_OLCI_EFRNT.20240320.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-21,0.0002161950396839,5.0000002374872565e-05,1414719.0,S3M_OLCI_EFRNT.20240321.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-22,0.0001460046557622125,5.0000002374872565e-05,47109.0,S3M_OLCI_EFRNT.20240322.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,1
2024-03-23,0.0003333709319122,5.0000002374872565e-05,1102895.0,S3M_OLCI_EFRNT.20240323.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-24,0.0002882209664676,5.0000002374872565e-05,1091117.0,S3M_OLCI_EFRNT.20240324.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-25,0.0002093529474223,5.0000002374872565e-05,1255543.0,S3M_OLCI_EFRNT.20240325.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-26,0.0003638628695625,5.0000002374872565e-05,1058199.0,S3M_OLCI_EFRNT.20240326.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-27,0.0004000144544988,5.0000002374872565e-05,853660.0,S3M_OLCI_EFRNT.20240327.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-28,0.0002236063446616,5.0000002374872565e-05,1055267.0,S3M_OLCI_EFRNT.20240328.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-29,0.0002623504842631,5.0000002374872565e-05,1497834.0,S3M_OLCI_EFRNT.20240329.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-30,0.0003244579420424,5.0000002374872565e-05,1186962.0,S3M_OLCI_EFRNT.20240330.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-03-31,0.0003665669355541,5.0000002374872565e-05,1126668.0,S3M_OLCI_EFRNT.20240331.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-01,0.0002758140035439,5.0000002374872565e-05,1050363.0,S3M_OLCI_EFRNT.20240401.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-02,0.0002894927747547,5.0000002374872565e-05,1081352.0,S3M_OLCI_EFRNT.20240402.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-03,0.0002842440153472,5.0000002374872565e-05,945353.0,S3M_OLCI_EFRNT.20240403.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-04,0.0003568763204384,5.0000002374872565e-05,1088525.0,S3M_OLCI_EFRNT.20240404.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-05,0.0002663504274096,5.0000002374872565e-05,1515422.0,S3M_OLCI_EFRNT.20240405.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-06,0.0002387762215221,5.0000002374872565e-05,1662940.0,S3M_OLCI_EFRNT.20240406.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-07,0.000246191950282,5.0000002374872565e-05,1471038.0,S3M_OLCI_EFRNT.20240407.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-08,0.0003035315603483,5.0000002374872565e-05,1218532.0,S3M_OLCI_EFRNT.20240408.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-09,0.0002424830890959,5.0000002374872565e-05,1171927.0,S3M_OLCI_EFRNT.20240409.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-10,0.0002626157947815,5.0000002374872565e-05,1541649.0,S3M_OLCI_EFRNT.20240410.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-11,0.000281431392068,5.0000002374872565e-05,979446.0,S3M_OLCI_EFRNT.20240411.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-12,0.0003498966398183,5.0000002374872565e-05,1108801.0,S3M_OLCI_EFRNT.20240412.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-13,0.0002238402084913,5.0000002374872565e-05,1565136.0,S3M_OLCI_EFRNT.20240413.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-14,0.0003110432298853,5.0000002374872565e-05,1676197.0,S3M_OLCI_EFRNT.20240414.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-15,0.0002955146483145,5.0000002374872565e-05,1620392.0,S3M_OLCI_EFRNT.20240415.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-16,0.0002652272814884,5.0000002374872565e-05,1341676.0,S3M_OLCI_EFRNT.20240416.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-17,0.0002817997883539,5.0000002374872565e-05,1155209.0,S3M_OLCI_EFRNT.20240417.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-18,0.0002806359261739,5.0000002374872565e-05,1326307.0,S3M_OLCI_EFRNT.20240418.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-19,0.0003187098191119,5.0000002374872565e-05,1267688.0,S3M_OLCI_EFRNT.20240419.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-20,0.00030834085191595005,5.0000002374872565e-05,,,,0
2024-04-21,0.00029797188472,5.0000002374872565e-05,1327998.0,S3M_OLCI_EFRNT.20240421.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-22,0.00025151410955,5.0000002374872565e-05,1506978.0,S3M_OLCI_EFRNT.20240422.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-23,0.0003230773145332,5.0000002374872565e-05,1466809.0,S3M_OLCI_EFRNT.20240423.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-24,0.0003190437564626,5.0000002374872565e-05,1470658.0,S3M_OLCI_EFRNT.20240424.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-25,0.0002499459660612,5.0000002374872565e-05,1917071.0,S3M_OLCI_EFRNT.20240425.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-26,0.0002248173550469,5.0000002374872565e-05,1645734.0,S3M_OLCI_EFRNT.20240426.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-27,0.0003171000280417,5.0000002374872565e-05,1222860.0,S3M_OLCI_EFRNT.20240427.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-28,0.0002783931267913,5.0000002374872565e-05,1090606.0,S3M_OLCI_EFRNT.20240428.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
2024-04-29,0.0002960880228783,5.0000002374872565e-05,1264635.0,S3M_OLCI_EFRNT.20240429.L3m.DAY.ILW_CONUS.V5.all.CONUS.300m.nc,netcdf4,0
